🔮港澳台直播,#genre#
🇮🇪爱尔兰PTE,http://iptv.zkbhj.com/tv/url/go?id=d4dd1ef144307e03186671c87f7bd80cf2325e82e1723382000c25c9009b1449703a53d8cb741b92224765715d1a7388d43b8da7f422852ecf86f83de913c00f
🇸🇴索马里Africable TV,http://iptv.zkbhj.com/tv/url/go?id=f1de2b4929f01632961f5f97c5c3477ff2325e82e1723382000c25c9009b1449703a53d8cb741b92224765715d1a7388d43b8da7f422852ecf86f83de913c00f
🇸🇴索马里Cherifla TV,http://iptv.zkbhj.com/tv/url/go?id=ecc3baf428c12aa87ae23f80dd2d1cfbf2325e82e1723382000c25c9009b1449703a53d8cb741b92224765715d1a7388d43b8da7f422852ecf86f83de913c00f
🇦🇫阿富汗AFP,http://iptv.zkbhj.com/tv/url/go?id=10d59bfa8f43d0fa3436a84f77910cabf2325e82e1723382000c25c9009b1449703a53d8cb741b92224765715d1a7388d43b8da7f422852ecf86f83de913c00f
🇦🇫阿富汗5AAB TV,http://158.69.124.9:1935/5aabtv/5aabtv/chunklist_w2029417072.m3u8?checkedby:iptvcat.com
🇧🇷巴西Classique TV,http://iptv.zkbhj.com/tv/url/go?id=2a8cb45c3f7a32b8f3735e302938fa4ff2325e82e1723382000c25c9009b1449703a53d8cb741b92224765715d1a7388d43b8da7f422852ecf86f83de913c00f
🇧🇷巴西KMKYV,https://live20.bozztv.com/giatv/giatv-KMKTV/KMKTV/chunks.m3u8
🇷🇺俄罗斯Astrakhan Sport,http://iptv.zkbhj.com/tv/url/go?id=3cf26103fa35806de782cbf3d1454b2df2325e82e1723382000c25c9009b1449703a53d8cb741b92224765715d1a7388d43b8da7f422852ecf86f83de913c00f
🇷🇺俄罗斯MIR,http://iptv.zkbhj.com/tv/url/go?id=171f8e7331b3b2c5281f377ddfc445f4f2325e82e1723382000c25c9009b1449703a53d8cb741b92224765715d1a7388d43b8da7f422852ecf86f83de913c00f
🇷🇺俄罗斯Zvezda TV,http://iptv.zkbhj.com/tv/url/go?id=6414b076391433933457f71277ba6947f2325e82e1723382000c25c9009b1449703a53d8cb741b92224765715d1a7388d43b8da7f422852ecf86f83de913c00f
🇮🇶伊拉克Dijlah TV,https://ghaasiflu.online/Dijlah/tracks-v1a1/playlist.m3u8
🇮🇶伊拉克Al Sharqiya,http://iptv.zkbhj.com/tv/url/go?id=31c41d899589de3591b8ac0157fc3a26f2325e82e1723382000c25c9009b1449703a53d8cb741b92224765715d1a7388d43b8da7f422852ecf86f83de913c00f
🇮🇶伊拉克Sharqiya News,http://iptv.zkbhj.com/tv/url/go?id=22631bd2308603231957203b0436f7cdf2325e82e1723382000c25c9009b1449703a53d8cb741b92224765715d1a7388d43b8da7f422852ecf86f83de913c00f
🇰🇷韩国MBC,http://211.33.246.4:32954/cj_live/myStream.sdp/chunklist_w517347500.m3u8
🇰🇷韩国AriangTV,http://amdlive-ch01.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
🇰🇷韩国GS Shop,https://gstv-gsshop.gsshop.com/gsshop_hd/gsshop_hd.stream/playlist.m3u8
🇺🇸美国BOOMERANG,http://23.237.104.106:8080/USA_BOOMERANG/index.m3u8
🇺🇸美国BratTV,https://brat-samsung-us.amagi.tv/playlist.m3u8
🇺🇸美国Fox weather,https://247wlive.foxweather.com/stream/index_1280x720.m3u8
🇺🇸美国Cable News Network,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8
🇺🇸美国Pac-12 Network,https://pac12-samsungus.amagi.tv/playlist480_p.m3u8
🇺🇸美国Palm Beaches TV,https://live.feed.thepalmbeaches.tv/index.m3u8
🇺🇸美国Brevard FL,https://cdn3.wowza.com/5/cXdyRHF0Z3kxN0k2/brevardfl/G2111_002/playlist.m3u8
🇮🇳印度 Kappa TV,https://cdn-3.pishow.tv/live/1123/master.m3u8
🇮🇳印度9Bharatvarsh,https://dyjmyiv3bp2ez.cloudfront.net/pub-iotv9hinjzgtpe/liveabr/pub-iotv9hinjzgtpe/live_720p/chunks.m3u8
🇮🇳印度NDTV India,https://ndtvindiaelemarchana.akamaized.net/hls/live/2003679/ndtvindia/ndtvindiamaster.m3u8
🇮🇳印度NDTV 24x7,https://ndtv24x7elemarchana.akamaized.net/hls/live/2003678/ndtv24x7/ndtv24x7master.m3u8




🏀体育直播,#genre#
ESPN1,http://46.151.196.223:14432/
ESPN2,http://46.151.196.223:14438/
ESPN3,http://46.151.196.223:14444/
ESPN4,http://46.151.196.223:14450/
皇马RMTV,https://rmtv.akamaized.net/hls/live/2043153/rmtv-es-web/bitrate_3.m3u8
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8
红牛运动,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_3360.m3u8
五星体育,https://cdn15.163189.xyz/163189/9c893bb003e1c7de
篮球专场,https://live.ottiptv.cc/huya/27949551
羽毛球专场,https://live.ottiptv.cc/huya/30806115
乒乓球专场,https://live.ottiptv.cc/huya/23505696
斯诺克专场,https://live.ottiptv.cc/huya/880214
赛车专场,https://live.ottiptv.cc/huya/18152482
摔跤专场,https://live.ottiptv.cc/huya/20072812
拳击专场,https://live.ottiptv.cc/huya/18152380
格斗专场,https://live.ottiptv.cc/huya/20072796
柔道专场,https://live.ottiptv.cc/huya/20072837
WWE专场,https://live.ottiptv.cc/huya/30021023
摩托专场,https://live.ottiptv.cc/huya/19197407
健美专场,https://live.ottiptv.cc/huya/26106704
健身专场,https://live.ottiptv.cc/huya/24354754
越野专场,https://live.ottiptv.cc/huya/30020978
Big3专场,https://live.ottiptv.cc/huya/30847442
飞盘专场,https://live.ottiptv.cc/huya/30689549
飞镖专场,https://live.ottiptv.cc/huya/30631766
瑜伽专场,https://live.ottiptv.cc/huya/20753449
棒球专场,https://live.ottiptv.cc/huya/20072763
扇耳光专场,https://live.ottiptv.cc/huya/30631765


🏀[海外]体育直播,#genre#
STAR SPORTS 1 ENG LOW QUALITY,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=702533&ext=ts
STAR SPORTS 2 ENG LOW QUALITY,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=702543&ext=ts
STAR SPORTS 1 HINDI,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=702561&ext=ts
STAR SPORTS 1 FHD (50FPS),https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=703296&ext=ts
STAR SPORTS 2 FHD (50 FPS),https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=703297&ext=ts
STAR SPORTS 1 HINDI FHD (50 FPS),https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=703298&ext=ts
STAR 4K,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=703299&ext=ts
ADD FREE WILLOW HINDI MATCH 1,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=703300&ext=ts
ADD FREE WILLOW ENG MATCH 1,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=703301&ext=ts
beIN SPORTS 4K 1,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652310&ext=ts
beIN SPORTS  4K 2,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652311&ext=ts
beIN SPORTS  4K 3,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652312&ext=ts
beIN SPORTS 4K 4,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652313&ext=ts
beIN SPORTS 4K 5,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652314&ext=ts
beIN SPORTS 4K 6,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652315&ext=ts
beIN SPORTS 4K 7,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652316&ext=ts
beIN SPORTS 4K 8,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652317&ext=ts
beIN SPORTS 4K 9,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652318&ext=ts
beIN Sport English 2 4k,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652319&ext=ts
beIN Sport French 4k 1,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652320&ext=ts
beIN Sport French 4k 2,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652321&ext=ts
Bein Sports Global 4K,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652322&ext=ts
Bein Xtra 4K 1,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652323&ext=ts
Bein Xtra 4K 2,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652324&ext=ts
beIN Xtra 4K  3,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652325&ext=ts
Bein Xtra 4K 5,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652326&ext=ts
Bein Xtra 4K 6,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652327&ext=ts
Bein Xtra 4K 4,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652328&ext=ts
Bein Sport AFC 3 4K,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652329&ext=ts
Bein Sport AFC 4 4K,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652330&ext=ts
Bein Sport AFC 5 4K,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652331&ext=ts
Bein Sport NBA 4K,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652332&ext=ts
Bein Sports HD1 1080,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652333&ext=ts
Bein Sports HD2 1080,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652334&ext=ts
Bein Sports HD3 1080,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652335&ext=ts
Bein Sports HD4 1080,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652336&ext=ts
Bein Sports HD5 1080,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652337&ext=ts
Bein Sports HD6 1080,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652338&ext=ts
Bein Sports HD7 1080,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652339&ext=ts
Bein Sports HD8 1080,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652340&ext=ts
Bein Sports HD9 1080,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652341&ext=ts
Bein Xtra HD1 1080,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652342&ext=ts
Bein Xtra HD2 1080,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652343&ext=ts
Bein Xtra HD3 1080,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652344&ext=ts
Bein Sports English 1 1080,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652345&ext=ts
Bein Sports English 2 1080,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652346&ext=ts
Bein Sports French HD1 1080,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652347&ext=ts
Bein Sports French HD2 1080,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=652348&ext=ts
AU: Fox Sports 501,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=4748&ext=ts
AU: Fox Sports 503,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=4750&ext=ts
AU: Fox Sports 504,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=4751&ext=ts
AU: Fox Sports 505,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=4752&ext=ts
AU: Fox Sports 506,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=4753&ext=ts
AU: Fox Sports 507,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=4754&ext=ts
AU: Fox Sports News,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=5442&ext=ts
|AU| FOX Sports 502 HD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=415535&ext=ts
UK || SKY SPORTS NEWS,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=122408&ext=ts
UK || SKY SPORTS MAIN EVENT,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=122409&ext=ts
UK || SKY SPORTS PREMIER LEAGUE,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=122410&ext=ts
UK || SKY SPORTS FOOTBALL,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=122411&ext=ts
UK || SKY SPORTS CRICKET,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=122412&ext=ts
UK || SKY SPORTS ACTION,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=122413&ext=ts
UK || SKY SPORTS PLUS,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=122414&ext=ts
UK || SKY SPORTS RACING,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=122415&ext=ts
UK || SKY SPORTS MIX,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=122416&ext=ts
UK || SKY SPORTS GOLF,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=122417&ext=ts
UK | LA LIGA TV (4K),https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=148270&ext=ts
UK SD : TNT Sport 3,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=148559&ext=ts
UK SD : TNT Sport 2,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=148560&ext=ts
UK SD : TNT Sport 1,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=148561&ext=ts
UK SD : Euronews,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=148676&ext=ts
Sky Sports Plus SD Hevc,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=148678&ext=ts
Sky Sports Cricket SD Hevc,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=148679&ext=ts
Sky Sports F1 SD Hevc,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=148680&ext=ts
Sky Sports Golf SD Hevc,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=148682&ext=ts
Sky Sports mix SD Hevc,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=148684&ext=ts
SKY SPORTS Plus FHD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=186620&ext=ts
SKY SPORTS MIX HD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=186621&ext=ts
SKY SPORTS MIX FHD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=186622&ext=ts
